,param_C,param_penalty,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_f1,std_test_f1,mean_test_specificity,std_test_specificity,mean_test_npv,std_test_npv
0,0.1,,0.6659315445244857,0.03950634761763608,0.6950075752110237,0.04345127876289454,0.6791045009855843,0.030696801611942784,0.9029554215676583,0.01687076514067584,0.9149092493191773,0.011051848815128513
1,0.1,l2,0.6500369199430247,0.03208487810807105,0.8379337710121924,0.013669470528146807,0.7314568125920091,0.017347861744761852,0.8744648721074538,0.01884021839157806,0.951396720825155,0.003326023973683643
2,0.1,,0.6562344113820735,0.04501741768568558,0.6890411947189957,0.03897183707667129,0.6708320850833879,0.027784629448850292,0.8989802642417054,0.020437940948161076,0.9130198373612185,0.009748060538810631
3,0.1,l2,0.8139262283903117,0.037785140009862696,0.7058653776783781,0.02302360754658566,0.7554635599742457,0.02173321518023829,0.954952610018341,0.011439379123107704,0.9217014187100208,0.005587663775606396
4,1.0,,0.6659315445244857,0.03950634761763608,0.6950075752110237,0.04345127876289454,0.6791045009855843,0.030696801611942784,0.9029554215676583,0.01687076514067584,0.9149092493191773,0.011051848815128513
5,1.0,l2,0.6743203758262998,0.04048946765460179,0.8067311160810908,0.02246367341895236,0.7335340681169253,0.02185902025559786,0.8910294004590732,0.021673399687816283,0.9436051650321964,0.005611574827964142
6,1.0,,0.6562344113820735,0.04501741768568558,0.6890411947189957,0.03897183707667129,0.6708320850833879,0.027784629448850292,0.8989802642417054,0.020437940948161076,0.9130198373612185,0.009748060538810631
7,1.0,l2,0.7588218547932903,0.03216289111848104,0.7118822595772311,0.03525157513922888,0.7337837147987576,0.023506333973326386,0.9370679714012716,0.011552807220141468,0.9218956031982095,0.008649167123681004
8,10.0,,0.6659315445244857,0.03950634761763608,0.6950075752110237,0.04345127876289454,0.6791045009855843,0.030696801611942784,0.9029554215676583,0.01687076514067584,0.9149092493191773,0.011051848815128513
9,10.0,l2,0.6670458402803014,0.04751751478531171,0.7490729384604286,0.03871065526718003,0.7044313162714989,0.03267765627105611,0.895336781874293,0.022269491404285878,0.9283237393423445,0.010375733941637466
10,10.0,,0.6562344113820735,0.04501741768568558,0.6890411947189957,0.03897183707667129,0.6708320850833879,0.027784629448850292,0.8989802642417054,0.020437940948161076,0.9130198373612185,0.009748060538810631
11,10.0,l2,0.6967024204729769,0.04618808860561282,0.7130582209075824,0.03605073728888271,0.7037387463560889,0.03145310907810412,0.9132219696220882,0.018727721657492664,0.9202928595894001,0.009400970485329322
12,100.0,,0.6659315445244857,0.03950634761763608,0.6950075752110237,0.04345127876289454,0.6791045009855843,0.030696801611942784,0.9029554215676583,0.01687076514067584,0.9149092493191773,0.011051848815128513
13,100.0,l2,0.6493920646078498,0.04887553262147618,0.7130365774475146,0.03814234636095114,0.6785848082057173,0.03418277932425356,0.8923571985546879,0.02170585936557907,0.9185936411667287,0.010106619037670244
14,100.0,,0.6562344113820735,0.04501741768568558,0.6890411947189957,0.03897183707667129,0.6708320850833879,0.027784629448850292,0.8989802642417054,0.020437940948161076,0.9130198373612185,0.009748060538810631
15,100.0,l2,0.6544367138631749,0.04964282226621563,0.7022220619002958,0.04047184283636174,0.676333378982813,0.03522954086960823,0.8963318067499149,0.021160637664851045,0.9161350735579692,0.010732820026015888
16,1000.0,,0.6659315445244857,0.03950634761763608,0.6950075752110237,0.04345127876289454,0.6791045009855843,0.030696801611942784,0.9029554215676583,0.01687076514067584,0.9149092493191773,0.011051848815128513
17,1000.0,l2,0.6581894007343632,0.03972570964500675,0.7022364908736745,0.042256509238567136,0.6786770393850301,0.03268253939670817,0.8986480401524386,0.01650568624826622,0.9163508638390031,0.01117398708680988
18,1000.0,,0.6562344113820735,0.04501741768568558,0.6890411947189957,0.03897183707667129,0.6708320850833879,0.027784629448850292,0.8989802642417054,0.020437940948161076,0.9130198373612185,0.009748060538810631
19,1000.0,l2,0.6559167723086883,0.046559554289598404,0.6914147608397663,0.04439800970198052,0.671886954684985,0.03385222140548942,0.8986485892831648,0.020315352534003735,0.9136012972878207,0.011432323459853299
